Name;SystemName;ApplicationDeadline;Attributes;Categories;CategoriesClone;CityAddress;CitybreakPackageId;Description;Directions;Duration;EventUrl;ExpirationDate;ExtensionData;ExternalSignupLink;ExternalSignupText;ForeignProductId;ForeignProductIds;GeoNode;Id;Image;ImageClone;ImageId;ImageIds;Images;Introduction;IsHighlight;Latitude;Link1Description;Link1Name;Link1Url;Link2Description;Link2Name;Link2Url;Link3Description;Link3Name;Link3Url;Longitude;MembershipRequired;Occasions;OrganizationId;OrganizerName;Other;ParentProductId;PhoneNumber;PhoneNumberBooking;POIs;PostalCode;Price;ProductReference;ProductType;PublishedDate;Relevance;RevisionDate;SignupRequired;Status;StreetAddress1;SupplierId;TemplateId;TrackingPixelUrl;UrlName;Website;Version
Heberleins Delikatess;Heberleins Delikatess;;Värde:Heberleins Delikatess| Värde:Vår verksamhet vilar på en solid grund av tradition och yrkeskunskap. Vi tar fram våra produkter efter genuina recept som ger dig en smakupplevelse utöver det vanliga.| Värde:Den lilla byn Förslöv mellan Ängelholm och Båstad har blivit känd genom Heberleins långt utanför hemkommunen. Många är det som besökt tennismetropolen Båstad, och sedan tagit svängen om Förslöv för att få en genuin kulinarisk upplevelse, och de goda korvarna och charkuterierna med sig hem... Heberleins kända produkter som Förslövskorv, Rackebajsare, pastejer, griljerat fläsk, varmrökt fläskfilé och de goda såserna levererar vi nu till butiker i hela Sverige.| Värde:Mån - fre 9-18. Lör 9-13.| Värde:http://www.heberleins.se| Värde:Vantingevägen 15| Värde:269 72| Värde:Båstad| Värde:+46| Värde:(0)431-45 00 58| Värde:heberleins.bastad@telia.com| Värde:56,3518126677903| Värde:12,8186924288361| Värde:17| Url: http://images.citybreak.com/image.aspx?ImageId=2946586 ProducedBy:...;Gårdsbutik;Gårdsbutik;Båstad;;Den lilla byn Förslöv mellan Ängelholm och Båstad har blivit känd genom Heberleins långt utanför hemkommunen. Många är det som besökt tennismetropolen Båstad, och sedan tagit svängen om Förslöv för att få en genuin kulinarisk upplevelse, och de goda korvarna och charkuterierna med sig hem... Heberleins kända produkter som Förslövskorv, Rackebajsare, pastejer, griljerat fläsk, varmrökt fläskfilé och de goda såserna levererar vi nu till butiker i hela Sverige.;;;;;{};;;;[];Båstad & Bjärehalvön;723537;Url: http://images.citybreak.com/image.aspx?ImageId=2946586 ProducedBy: CopyrightBy: Keywords:;Url: http://images.citybreak.com/image.aspx?ImageId=2946586 ProducedBy: CopyrightBy: Keywords:;2946586;2946586;Url: http://images.citybreak.com/image.aspx?ImageId=2946586 ProducedBy: CopyrightBy: Keywords:;Vår verksamhet vilar på en solid grund av tradition och yrkeskunskap. Vi tar fram våra produkter efter genuina recept som ger dig en smakupplevelse utöver det vanliga.;False;56,3518126677903;;;;;;;;;;12,8186924288361;False;;532;;;;(0)431-45 00 58;;;269 72;;;Product;2014-07-17 14:50:21;Regional;2015-01-17 00:00:00;False;Active;Vantingevägen 15;16611;77;http://lab.tracking.info.citybreak.com/tracking/pixel.gif?o=532&c=253&p=723537&l=1&t=1;Heberleins_Delikatess_723537;http://www.heberleins.se;1
Brygghuset Finn ;Brygghuset Finn ;;Värde:Brygghuset Finn | Värde:Brygghuset Finn är bryggeriet som började som ett skolprojekt på Lunds Tekniska Högskola och som sedan blev verklighet i Landskrona. Vi har varit igång sedan årskiftet 2013/1014 och är stolta över att kunna erbjuda ett lokalt hantverks öl som kännetecknas av en gedigen maltbas uppbalanserad med behagliga humletoner och beska. | Värde:Kontakta oss gärna om ni vill veta mer om oss, vårt hantverk eller är intresserade av en bryggerivisning!| Värde:http://www.brygghusetfinn.se| Värde:Bangårdsgatan 33| Värde:26135| Värde:Landskrona| Värde:+46 | Värde:info@brygghusetfinn.se| Värde:55,8662155| Värde:12,8314937| Värde:5| Url: http://images.citybreak.com/image.aspx?ImageId=2947574 ProducedBy: CopyrightBy: Brygghuset Finn |Url: http://images.citybreak.com/image.aspx?ImageId=2947575 ProducedBy: CopyrightBy: Brygghuset Finn |Url: http://images.citybreak.com/image.aspx?ImageId=2947608 ProducedBy: CopyrightBy: Brygghuset Finn |Url: http://images.citybreak.com/image.a...;Öl- & sprittillverkning;Öl- & sprittillverkning;Landskrona;;Kontakta oss gärna om ni vill veta mer om oss, vårt hantverk eller är intresserade av en bryggerivisning!;;;;;{};;;;[];Landskrona;724427;Url: http://images.citybreak.com/image.aspx?ImageId=2947574 ProducedBy: CopyrightBy:Brygghuset Finn Keywords:;Url: http://images.citybreak.com/image.aspx?ImageId=2947574 ProducedBy: CopyrightBy:Brygghuset Finn Keywords:;2947574;2947574,2947575,2947608,2947609;Url: http://images.citybreak.com/image.aspx?ImageId=2947574 ProducedBy: CopyrightBy:Brygghuset Finn Keywords:|Url: http://images.citybreak.com/image.aspx?ImageId=2947575 ProducedBy: CopyrightBy:Brygghuset Finn Keywords:|Url: http://images.citybreak.com/image.aspx?ImageId=2947608 ProducedBy: CopyrightBy:Brygghuset Finn Keywords:|Url: http://images.citybreak.com/image.aspx?ImageId=2947609 ProducedBy: CopyrightBy:Brygghuset Finn Keywords:;Brygghuset Finn är bryggeriet som började som ett skolprojekt på Lunds Tekniska Högskola och som sedan blev verklighet i Landskrona. Vi har varit igång sedan årskiftet 2013/1014 och är stolta över att kunna erbjuda ett lokalt hantverks öl som kännetecknas av en gedigen maltbas uppbalanserad med behagliga humletoner och beska. ;False;55,8662155;;;;;;;;;;12,8314937;False;;532;;;;(0)709-107156;;;26135;;;Product;2014-07-28 10:46:53;Regional;2015-01-21 00:00:00;False;Active;Bangårdsgatan 33;16610;76;http://lab.tracking.info.citybreak.com/tracking/pixel.gif?o=532&c=253&p=724427&l=1&t=1;Brygghuset_Finn__724427;http://www.brygghusetfinn.se;4
Kvickbadet i Höganäs;Kvickbadet i Höganäs;;Värde:Kvickbadet i Höganäs| Värde:Kvickbadet finns vid småbåtshamnen i Höganäs, strax intill butiksgatorna. Här finns sandstrand, gräsytor, brygga, offentliga omklädningsrum med toaletter, restaurang och en kiosk.| Värde:Kvickbadet är mycket barnvänligt med långgrunt vatten och för de minsta finns även en rolig lekplats. Lekplatsen upprustades 2011 med ett lekskepp och nya gungställningar, fjädergungor och pendelgungor. På Kvickbadet finns även ett utegym som går att nyttja året om och boulderblock för den som vill klättra. 2013 invigdes ett nytt kallbadhus längst ut på piren. Där kan du basta och bada året om. För mer information om öppettider och priser – besök även föreningen Kvickbadhusets hemsida.| Värde:http://www.hoganas.se| Värde:Strandgatan 20| Värde:Höganäs| Värde:56,198581273948| Värde:12,5529090253784| Värde:16| Url: http://images.citybreak.com/image.aspx?ImageId=2955979 ProducedBy: Foto Ebba Sjöborg CopyrightBy: |Värde:http://www.kvickbadhuset.se| Värde:False|...;Bad;Bad;Höganäs;;Kvickbadet är mycket barnvänligt med långgrunt vatten och för de minsta finns även en rolig lekplats. Lekplatsen upprustades 2011 med ett lekskepp och nya gungställningar, fjädergungor och pendelgungor. På Kvickbadet finns även ett utegym som går att nyttja året om och boulderblock för den som vill klättra. 2013 invigdes ett nytt kallbadhus längst ut på piren. Där kan du basta och bada året om. För mer information om öppettider och priser – besök även föreningen Kvickbadhusets hemsida.;;;;;{};;;;[];Höganäs & Kullabygden;726249;Url: http://images.citybreak.com/image.aspx?ImageId=2955979 ProducedBy: Foto Ebba Sjöborg CopyrightBy: Keywords:;Url: http://images.citybreak.com/image.aspx?ImageId=2955979 ProducedBy: Foto Ebba Sjöborg CopyrightBy: Keywords:;2955979;2955979;Url: http://images.citybreak.com/image.aspx?ImageId=2955979 ProducedBy: Foto Ebba Sjöborg CopyrightBy: Keywords:;Kvickbadet finns vid småbåtshamnen i Höganäs, strax intill butiksgatorna. Här finns sandstrand, gräsytor, brygga, offentliga omklädningsrum med toaletter, restaurang och en kiosk.;False;56,198581273948;;;;;;;;;;12,5529090253784;False;;532;;;;;;;;;;Product;2015-06-11 15:44:40;Regional;2015-01-25 00:00:00;False;Active;Strandgatan 20;16609;76;http://lab.tracking.info.citybreak.com/tracking/pixel.gif?o=532&c=253&p=726249&l=1&t=1;Kvickbadet_i_Hoganas_726249;http://www.hoganas.se;2
Lerigt i Familjen Helsingborg;Lerigt i Familjen Helsingborg;;Värde:Lerigt i Familjen Helsingborg| Värde:Nordvästskåne har en lång historia kring lera och keramik som även idag till stora delar lever kvar på landsbygden.| Värde:Tillgång på lera har gjort att vi blivit duktiga på keramik. Därför kan vi stoltsera med många duktiga keramiker. Men det bor också många konstnärer här hos oss. Och det måste bero på att nordvästskåne är så kreativt och inspirerande. Våra lokala turistbyråer kan alltid hjälpa er med passande förslag för er resa och hjälpa er att planera besök hos olika kermaiker och konstnärer. Ni hittar våra keramiker och annat här: http://www.familjenhelsingborg.se/sv/Visit/Sok/?search=keramik| Värde:False| Url: http://images.citybreak.com/image.aspx?ImageId=2956874 ProducedBy: Essence CopyrightBy: |Url: http://images.citybreak.com/image.aspx?ImageId=3065244 ProducedBy: Måns Fornander CopyrightBy: |Värde:False| Värde:False| Värde:False| Värde:False| Värde:False| Värde:False| Värde:False| Värde:False| Värde:False| Värde:False|...;Konst & hantverk;Konst & hantverk;;;Tillgång på lera har gjort att vi blivit duktiga på keramik. Därför kan vi stoltsera med många duktiga keramiker. Men det bor också många konstnärer här hos oss. Och det måste bero på att nordvästskåne är så kreativt och inspirerande. Våra lokala turistbyråer kan alltid hjälpa er med passande förslag för er resa och hjälpa er att planera besök hos olika kermaiker och konstnärer. Ni hittar våra keramiker och annat här: http://www.familjenhelsingborg.se/sv/Visit/Sok/?search=keramik;;;;;{};;;;[];Helsingborg;726392;Url: http://images.citybreak.com/image.aspx?ImageId=2956874 ProducedBy: Essence CopyrightBy: Keywords:;Url: http://images.citybreak.com/image.aspx?ImageId=2956874 ProducedBy: Essence CopyrightBy: Keywords:;2956874;2956874,3065244;Url: http://images.citybreak.com/image.aspx?ImageId=2956874 ProducedBy: Essence CopyrightBy: Keywords:|Url: http://images.citybreak.com/image.aspx?ImageId=3065244 ProducedBy: Måns Fornander CopyrightBy: Keywords:;Nordvästskåne har en lång historia kring lera och keramik som även idag till stora delar lever kvar på landsbygden.;False;0;;;;;;;;;;0;False;;532;;;;;;;;;;Product;2015-01-09 14:18:30;Regional;2015-01-28 00:00:00;False;Active;;15772;76;http://lab.tracking.info.citybreak.com/tracking/pixel.gif?o=532&c=253&p=726392&l=1&t=1;Lerigt_i_Familjen_Helsingborg_726392;;7
Lilla Krogen;Lilla Krogen;;Värde:Lilla Krogen| Värde:Lilla Krogen är en liten restaurang som bjuder på mysig atmosfär. Serverar klassisk svensk husmanskost, à la carte. | Värde:http://www.lillakrogen.se/ | Värde:Storgatan 9| Värde:262 32| Värde:Ängelholm| Värde:0046| Värde:0431-165 50 | Värde:info@lillakrogen.se| Värde:56,2416005| Värde:12,8616764| Värde:5| Url: http://images.citybreak.com/image.aspx?ImageId=3975475 ProducedBy: CopyrightBy: |Värde:False| Värde:False| Värde:False| Värde:False| Värde:True| Värde:False| Värde:False| Värde:False| Värde:False| Värde:True;Restaurang, Husmanskost;Restaurang, Husmanskost;Ängelholm;;;;;;;{};;;;[];Ängelholm;737629;Url: http://images.citybreak.com/image.aspx?ImageId=3975475 ProducedBy: CopyrightBy: Keywords:;Url: http://images.citybreak.com/image.aspx?ImageId=3975475 ProducedBy: CopyrightBy: Keywords:;3975475;3975475;Url: http://images.citybreak.com/image.aspx?ImageId=3975475 ProducedBy: CopyrightBy: Keywords:;Lilla Krogen är en liten restaurang som bjuder på mysig atmosfär. Serverar klassisk svensk husmanskost, à la carte. ;False;56,2416005;;;;;;;;;;12,8616764;False;;532;;;;0431-165 50 ;;;262 32;;;Product;2015-03-30 12:18:06;Regional;2015-02-21 00:00:00;False;Active;Storgatan 9;16608;77;http://lab.tracking.info.citybreak.com/tracking/pixel.gif?o=532&c=253&p=737629&l=1&t=1;Lilla_Krogen_737629;http://www.lillakrogen.se/ ;4
Samadhi Spa - Wellness & Beauty;Samadhi Spa - Wellness & Beauty;;"Värde:Samadhi Spa - Wellness & Beauty| Värde:Spa i centrala Helsingborg.| Värde:Vi finns mitt i centrum och erbjuder bl a: Helande Kroppsbehandlingar – smärtlindrande, avkopplande eller energiserande massage; Ansikts- och Skönhetsbehandlingar – massage av ansikte och nacke, rengörande och föryngrande hudbehandlingar, traditionell och semi-permanent make-up; Vaxning - Brazilian.| Värde:http://samadhispa.se/| Värde:Södra Strandgatan 7| Värde:25224| Värde:Helsingborg| Värde:+46| Värde:708-670999| Värde:samadhispa@yahoo.se| Url: http://images.citybreak.com/image.aspx?ImageId=2973619 ProducedBy: CopyrightBy: |Värde:False| Värde:False| Värde:False| Värde:False| Värde:False| Värde:False| Värde:False| Värde:False| Värde:False| Värde:False| Värde:False| Värde:False| Värde:False| Värde:False| Värde:False| Värde:False| Värde:False| Värde:False| Värde:False| Värde:False| Värde:False| Värde:False| Värde:False| Värde:False| Värde:False| Värde:False| Värde:False| Värde:False| Värde:False|...";Spa;Spa;Helsingborg;;"Vi finns mitt i centrum och erbjuder bl a: Helande Kroppsbehandlingar – smärtlindrande, avkopplande eller energiserande massage; Ansikts- och Skönhetsbehandlingar – massage av ansikte och nacke, rengörande och föryngrande hudbehandlingar, traditionell och semi-permanent make-up; Vaxning - Brazilian.";;;;;{};;;;[];Helsingborg;739641;Url: http://images.citybreak.com/image.aspx?ImageId=2973619 ProducedBy: CopyrightBy: Keywords:;Url: http://images.citybreak.com/image.aspx?ImageId=2973619 ProducedBy: CopyrightBy: Keywords:;2973619;2973619;Url: http://images.citybreak.com/image.aspx?ImageId=2973619 ProducedBy: CopyrightBy: Keywords:;Spa i centrala Helsingborg.;False;0;;;;;;;;;;0;False;;532;;;;708-670999;;;25224;;;Product;2014-08-26 10:56:41;Regional;2015-02-26 00:00:00;False;Active;Södra Strandgatan 7;15772;76;http://lab.tracking.info.citybreak.com/tracking/pixel.gif?o=532&c=253&p=739641&l=1&t=1;Samadhi_Spa_-_Wellness__Beauty_739641;http://samadhispa.se/;1
Slottstallet Möbler & Interiör;Slottstallet Möbler & Interiör;;Värde:Slottstallet Möbler & Interiör| Värde:Här hittar du industri-, vintagemöbler som ger hemmet en exklusive och tidlös atmosfär, samt kläder för den personliga stilen.| Värde:Slottstallet möbler & Interiör är en livsstilsbutik i 2 plan. Här hittar du svenskfransk lantkänsla och fabricvintage-stil. Vackert nytt och charmigt slitet i en personlig blandning. Noga utvalt för att du ska finna den rätta atmosfären och inspirationen.| Värde:Tors-fre 14-18, lör 11-17, sön 12-17.| Värde:http://slottstallet.se| Värde:handla, shopping,| Värde:Slottstallet Möbler & Interiör| Värde:Gunnestorpsvägen 99-22| Värde:263 94| Värde:Mjöhult| Värde:+46| Värde:(0)42-910 80| Värde:info@slottstallet.se| Värde:56,1954433| Värde:12,689616| Värde:15| Url: http://images.citybreak.com/image.aspx?ImageId=2993996 ProducedBy: CopyrightBy: |Värde:60| Värde:False| Värde:False| Värde:False| Värde:False| Värde:False| Värde:False| Värde:False| Värde:False| Värde:False| Värde:False| Värde:False| Värde:False|...;Form & design;Form & design;Mjöhult;;Slottstallet möbler & Interiör är en livsstilsbutik i 2 plan. Här hittar du svenskfransk lantkänsla och fabricvintage-stil. Vackert nytt och charmigt slitet i en personlig blandning. Noga utvalt för att du ska finna den rätta atmosfären och inspirationen.;;;;;{};;;;[];Höganäs & Kullabygden;753634;Url: http://images.citybreak.com/image.aspx?ImageId=2993996 ProducedBy: CopyrightBy: Keywords:;Url: http://images.citybreak.com/image.aspx?ImageId=2993996 ProducedBy: CopyrightBy: Keywords:;2993996;2993996;Url: http://images.citybreak.com/image.aspx?ImageId=2993996 ProducedBy: CopyrightBy: Keywords:;Här hittar du industri-, vintagemöbler som ger hemmet en exklusive och tidlös atmosfär, samt kläder för den personliga stilen.;False;56,1954433;;;;;;;;;;12,689616;False;;532;;;;(0)42-910 80;;;263 94;;;Product;2015-06-05 11:56:10;Regional;2015-03-12 00:00:00;False;Active;Gunnestorpsvägen 99-22;16609;76;http://lab.tracking.info.citybreak.com/tracking/pixel.gif?o=532&c=253&p=753634&l=1&t=1;Slottstallet_Mobler__Interior_753634;http://slottstallet.se;3
Soluppgången;Soluppgången;;Värde:Soluppgången| Värde:I inredningsbutiken utlovas vi njutning, service och lite mera än det vanliga. Stort sortiment av lantlig inredning, romantisk inredning, design och presentartiklar.| Värde:Stilen - shabby chic inredning - men med en touch av det moderna och industriella - i dag är det mer än godkänd att blanda inredningsstilar. Öppettider: Se hemsidan.| Värde:Öppettider: Se hemsidan. | Värde:http://www.soluppgangen.se| Värde:inredning, design| Värde:Soluppgången| Värde:Döshultsvägen 84 | Värde:254 76| Värde:Allerum| Värde:+46| Värde:(0)705-30 73 83| Värde:info@soluppgangen.se| Värde:56,1171755| Värde:12,678721| Värde:16| Url: http://images.citybreak.com/image.aspx?ImageId=2994009 ProducedBy: CopyrightBy: |Värde:False| Värde:60| Värde:False| Värde:False| Värde:False| Värde:False| Värde:False| Värde:False| Värde:False| Värde:False| Värde:False| Värde:False| Värde:False| Värde:False| Värde:False| Värde:False| Värde:False| Värde:False| Värde:False| Värde:False| Värde:False|...;Göra, Shopping, Form & design;Göra, Shopping, Form & design;Allerum;;Stilen - shabby chic inredning - men med en touch av det moderna och industriella - i dag är det mer än godkänd att blanda inredningsstilar. Öppettider: Se hemsidan.;;;;;{};;;;[];Helsingborg;753656;Url: http://images.citybreak.com/image.aspx?ImageId=2994009 ProducedBy: CopyrightBy: Keywords:;Url: http://images.citybreak.com/image.aspx?ImageId=2994009 ProducedBy: CopyrightBy: Keywords:;2994009;2994009;Url: http://images.citybreak.com/image.aspx?ImageId=2994009 ProducedBy: CopyrightBy: Keywords:;I inredningsbutiken utlovas vi njutning, service och lite mera än det vanliga. Stort sortiment av lantlig inredning, romantisk inredning, design och presentartiklar.;False;56,1171755;;;;;;;;;;12,678721;False;;532;;;;(0)705-30 73 83;;;254 76;;;Product;2015-05-27 07:12:12;Regional;2015-03-12 00:00:00;False;Active;Döshultsvägen 84 ;15772;76;http://lab.tracking.info.citybreak.com/tracking/pixel.gif?o=532&c=253&p=753656&l=1&t=1;Soluppgangen_753656;http://www.soluppgangen.se;3
Royal Treatment;Royal Treatment;;Värde:Royal Treatment| Värde:På Storgatan i Ängelholm hittar ni en riktig barberare. Med varma handdukar och en mycket vass kniv ger barberaren er en len haka. Sparar ni ut skägget? Han är även en mästare på att trimma och styla ansiktshåret till perfektion. Och så klart klipper han hår med en otrolig noggrannhet.| Värde:Ett tips till er damer är att överraska en herre som ligger er varmt om hjärtat med ett presentkort på en av de avslappnande rak-behandlingarna. För visst ska mannen också få ta hand om sig?| Värde:http://www.royaltreatment.se/| Värde:Storgatan 64a| Värde:262 35| Värde:Ängelholm| Värde:0046| Värde:0431-191 90| Värde:info@royaltreatment.se| Värde:56,2466161| Värde:12,8647485| Värde:5| Url: http://images.citybreak.com/image.aspx?ImageId=3002669 ProducedBy: CopyrightBy: |Url: http://images.citybreak.com/image.aspx?ImageId=3002670 ProducedBy: CopyrightBy: |Url: http://images.citybreak.com/image.aspx?ImageId=3002672 ProducedBy: CopyrightBy: |Url: http://images.citybreak....;Shopping;Shopping;Ängelholm;;Ett tips till er damer är att överraska en herre som ligger er varmt om hjärtat med ett presentkort på en av de avslappnande rak-behandlingarna. För visst ska mannen också få ta hand om sig?;;;;;{};;;;[];Ängelholm;764668;Url: http://images.citybreak.com/image.aspx?ImageId=3002669 ProducedBy: CopyrightBy: Keywords:Ängelholm, Skägg, Barberare;Url: http://images.citybreak.com/image.aspx?ImageId=3002669 ProducedBy: CopyrightBy: Keywords:Ängelholm, Skägg, Barberare;3002669;3002669,3002670,3002672,3002673,3002675;Url: http://images.citybreak.com/image.aspx?ImageId=3002669 ProducedBy: CopyrightBy: Keywords:Ängelholm, Skägg, Barberare|Url: http://images.citybreak.com/image.aspx?ImageId=3002670 ProducedBy: CopyrightBy: Keywords:Ängelholm, Skägg, Barberare|Url: http://images.citybreak.com/image.aspx?ImageId=3002672 ProducedBy: CopyrightBy: Keywords:Ängelholm, Skägg, Barberare|Url: http://images.citybreak.com/image.aspx?ImageId=3002673 ProducedBy: CopyrightBy: Keywords:Ängelholm, Skägg, Barberare|Url: http://images.citybreak.com/image.aspx?ImageId=3002675 ProducedBy: CopyrightBy: Keywords:Ängelholm, Skägg, Barberare;På Storgatan i Ängelholm hittar ni en riktig barberare. Med varma handdukar och en mycket vass kniv ger barberaren er en len haka. Sparar ni ut skägget? Han är även en mästare på att trimma och styla ansiktshåret till perfektion. Och så klart klipper han hår med en otrolig noggrannhet.;False;56,2466161;;;;;;;;;;12,8647485;False;;532;;;;0431-191 90;;;262 35;;;Product;2015-04-16 15:08:37;Regional;2015-04-01 00:00:00;False;Active;Storgatan 64a;16608;76;http://lab.tracking.info.citybreak.com/tracking/pixel.gif?o=532&c=253&p=764668&l=1&t=1;Royal_Treatment_764668;http://www.royaltreatment.se/;4
Glaskonst;Glaskonst;;Värde:Glaskonst| Värde:Tillverkning och försäljning av fönster, lampor, lampetter, speglar, mm i blyinfattat glas. Även ett stort sortiment av presentartiklar.| Värde:Blyinfattningar är ett gammalt hantverk och det är bara ett fåtal som gör det idag. Kunden själv kan bestämma vilken färg eller färger man vill ha i sin lampa eller fönster och även vilken typ av glas man tycker passar bäst.| Värde:Måndag-torsdag kl. 10.00-17.00. Lördag kl. 10.00-13.00. | Värde:http://www.glaskonst.se| Värde:Klöva Hallar 2289| Värde:264 92| Värde:Klippan| Värde:+46| Värde:(0)435-191 77| Värde:thomas-nielsen@swipnet.se| Värde:56,0949794| Värde:13,1081701000001| Värde:17| Url: http://images.citybreak.com/image.aspx?ImageId=3013093 ProducedBy: CopyrightBy: |Värde:False| Värde:False| Värde:False| Värde:False| Värde:False| Värde:False| Värde:False| Värde:False| Värde:False| Värde:False| Värde:False| Värde:False| Värde:False| Värde:False| Värde:False| Värde:False| Värde:False| Värde:False| Värde:False|...;Form & design, Konst & hantverk;Form & design, Konst & hantverk;Klippan;;Blyinfattningar är ett gammalt hantverk och det är bara ett fåtal som gör det idag. Kunden själv kan bestämma vilken färg eller färger man vill ha i sin lampa eller fönster och även vilken typ av glas man tycker passar bäst.;;;;;{};;;;[];Söderåsen;776770;Url: http://images.citybreak.com/image.aspx?ImageId=3013093 ProducedBy: CopyrightBy: Keywords:;Url: http://images.citybreak.com/image.aspx?ImageId=3013093 ProducedBy: CopyrightBy: Keywords:;3013093;3013093;Url: http://images.citybreak.com/image.aspx?ImageId=3013093 ProducedBy: CopyrightBy: Keywords:;Tillverkning och försäljning av fönster, lampor, lampetter, speglar, mm i blyinfattat glas. Även ett stort sortiment av presentartiklar.;False;56,0949794;;;;;;;;;;13,1081701000001;False;;532;;;;(0)435-191 77;;;264 92;;;Product;2014-10-16 14:56:55;Regional;2015-04-16 00:00:00;False;Active;Klöva Hallar 2289;16612;76;http://lab.tracking.info.citybreak.com/tracking/pixel.gif?o=532&c=253&p=776770&l=1&t=1;Glaskonst_776770;http://www.glaskonst.se;2
Svalövs skulpturpark;Svalövs skulpturpark;;Värde:Svalövs skulpturpark| Värde:Den f d Svalövsbon John-Ove Hansson har donerat en skulpturpark bestående av 18 konstverk till kommunen. Skulpturerna är utplacerade runt Svalövssjön och är gjorda i rostfritt stål av den engelske konstnären Robert Harding. Det finns även en skulptur placerad vid Svalövs gymnasium och två vid Röstånga turistbyrå. | Värde:http://www.svalov.se| Värde:Månsabovägen 16| Värde:268 21| Värde:Svalöv| Värde:+46| Värde:0418-47 50 00| Värde:55,9218611| Värde:13,1122286| Värde:5| Url: http://images.citybreak.com/image.aspx?ImageId=3014963 ProducedBy: CopyrightBy: |Värde:False| Värde:False| Värde:False| Värde:False| Värde:False| Värde:False| Värde:False| Värde:False| Värde:False| Värde:False| Värde:False| Värde:False| Värde:False| Värde:False| Värde:False| Värde:False| Värde:False| Värde:False| Värde:False| Värde:False| Värde:False| Värde:False| Värde:False| Värde:False| Värde:False| Värde:False| Värde:False| Värde:False| Värde:False| Värde:False| Värde:False|...;Park/trädgård, Konst & hantverk;Park/trädgård, Konst & hantverk;Svalöv;;;;;;;{};;;;[];Söderåsen;778606;Url: http://images.citybreak.com/image.aspx?ImageId=3014963 ProducedBy: CopyrightBy: Keywords:;Url: http://images.citybreak.com/image.aspx?ImageId=3014963 ProducedBy: CopyrightBy: Keywords:;3014963;3014963;Url: http://images.citybreak.com/image.aspx?ImageId=3014963 ProducedBy: CopyrightBy: Keywords:;Den f d Svalövsbon John-Ove Hansson har donerat en skulpturpark bestående av 18 konstverk till kommunen. Skulpturerna är utplacerade runt Svalövssjön och är gjorda i rostfritt stål av den engelske konstnären Robert Harding. Det finns även en skulptur placerad vid Svalövs gymnasium och två vid Röstånga turistbyrå. ;False;55,9218611;;;;;;;;;;13,1122286;False;;532;;;;0418-47 50 00;;;268 21;;;Product;2014-10-29 11:32:49;Regional;2015-04-21 00:00:00;False;Active;Månsabovägen 16;16612;76;http://lab.tracking.info.citybreak.com/tracking/pixel.gif?o=532&c=253&p=778606&l=1&t=1;Svalovs_skulpturpark_778606;http://www.svalov.se;5
Naturreservatet Hålebäckseröd;Naturreservatet Hålebäckseröd;;Värde:Naturreservatet Hålebäckseröd| Värde:Naturreservatet Hålebäckseröd är beläget i Ängelholms kommun, drygt tre kilometer norr om Hjärnarps kyrka. Naturreservatet domineras av bokskog som sluttar ner mot Kägleån i de nordvästra delarna. Miljön är värdefull bland annat på grund av sina många rödlistade insektsarter. Området ligger på Hallandsåsen och har en höjd över havet på mellan 100 och 130 meter. Landskapet omkring Hålebäckseröd är omväxlande och utgörs av barrskog, lövskog, åker och betesmark. Hela naturreservatet omfattas av strandskydd.| Värde:Hallandsåsen| Värde:Ängelholm| Värde:56,3491022693373| Värde:12,9219038462422| Värde:13| Url: http://images.citybreak.com/image.aspx?ImageId=3032137 ProducedBy: Lars JP Johansson CopyrightBy: |Värde:False| Värde:False| Värde:False| Värde:False| Värde:False| Värde:False| Värde:False| Värde:False| Värde:False| Värde:False| Värde:False| Värde:False| Värde:False| Värde:False| Värde:False| Värde:False| Värde:False| Värde:False| Värde:Fals...;Naturattraktion;Naturattraktion;Ängelholm;;;;;;;{};;;;[];Ängelholm;799199;Url: http://images.citybreak.com/image.aspx?ImageId=3032137 ProducedBy: Lars JP Johansson CopyrightBy: Keywords:Ängelholm, Skog, Natur;Url: http://images.citybreak.com/image.aspx?ImageId=3032137 ProducedBy: Lars JP Johansson CopyrightBy: Keywords:Ängelholm, Skog, Natur;3032137;3032137;Url: http://images.citybreak.com/image.aspx?ImageId=3032137 ProducedBy: Lars JP Johansson CopyrightBy: Keywords:Ängelholm, Skog, Natur;Naturreservatet Hålebäckseröd är beläget i Ängelholms kommun, drygt tre kilometer norr om Hjärnarps kyrka. Naturreservatet domineras av bokskog som sluttar ner mot Kägleån i de nordvästra delarna. Miljön är värdefull bland annat på grund av sina många rödlistade insektsarter. Området ligger på Hallandsåsen och har en höjd över havet på mellan 100 och 130 meter. Landskapet omkring Hålebäckseröd är omväxlande och utgörs av barrskog, lövskog, åker och betesmark. Hela naturreservatet omfattas av strandskydd.;False;56,3491022693373;;;;;;;;;;12,9219038462422;False;;532;;;;;;;;;;Product;2015-03-26 19:52:40;Regional;2015-05-20 00:00:00;False;Active;Hallandsåsen;16608;76;http://lab.tracking.info.citybreak.com/tracking/pixel.gif?o=532&c=253&p=799199&l=1&t=1;Naturreservatet_Halebackserod_799199;;3
